ID	adj.P.Val	P.Value	logFC	GeneSymbol
CUST_14898_PI429545384	0.616	1.47E-01	-2.36E-01	
A_33_P3255794	0.616	1.47E-01	-1.88E-01	POLE
A_24_P928510	0.616	1.47E-01	-3.06E-01	
CUST_33041_PI429545380	0.616	1.47E-01	-2.26E-01	
A_33_P3381701	0.616	1.47E-01	-3.82E-01	
A_33_P3326984	0.616	1.47E-01	-3.72E-01	MOK
A_33_P3362737	0.616	1.47E-01	2.16E-01	
CUST_41057_PI429545399	0.616	1.47E-01	-2.84E-01	
CUST_38363_PI429545376	0.616	1.47E-01	-3.26E-01	
CUST_20931_PI429545380	0.616	1.47E-01	-4.30E-01	
A_32_P46603	0.616	1.47E-01	-2.48E-01	VWA3B
CUST_25651_PI429545399	0.616	1.47E-01	-2.80E-01	
CUST_26831_PI429545380	0.616	1.47E-01	-4.48E-01	
CUST_13059_PI429545380	0.616	1.47E-01	2.52E-01	
A_23_P158880	0.6162	1.47E-01	-2.72E-01	STARD5
A_21_P0010586	0.6162	1.47E-01	-3.28E-01	WDR64
CUST_13743_PI429545410	0.6162	1.47E-01	4.08E-01	
A_32_P217390	0.6162	1.47E-01	-2.94E-01	SPATA8
A_23_P92441	0.6162	1.47E-01	-2.52E-01	MAD2L1
CUST_20159_PI429545406	0.6162	1.47E-01	2.34E-01	
A_33_P3271301	0.6162	1.47E-01	1.74E-01	TCF20
A_33_P3331601	0.6162	1.47E-01	-3.44E-01	THNSL1
A_24_P5890	0.6162	1.47E-01	2.02E-01	KIR2DL5A
CUST_19583_PI429545410	0.6162	1.48E-01	3.38E-01	
A_23_P370434	0.6162	1.48E-01	-1.84E-01	C1QBP
CUST_20024_PI429545402	0.6162	1.48E-01	-2.30E-01	
A_32_P381957	0.6162	1.48E-01	-3.08E-01	
CUST_399_PI429545410	0.6162	1.48E-01	-2.60E-01	
A_33_P3279193	0.6162	1.48E-01	-3.06E-01	
A_33_P3331446	0.6162	1.48E-01	2.00E-01	SERP1
A_33_P3239794	0.6162	1.48E-01	7.22E-01	
CUST_22471_PI429545395	0.6162	1.48E-01	-3.48E-01	
CUST_30571_PI429545380	0.6163	1.48E-01	-5.74E-01	
CUST_26953_PI429545410	0.6163	1.48E-01	3.06E-01	
CUST_19844_PI429545402	0.6164	1.48E-01	2.90E-01	
A_33_P3395289	0.6164	1.48E-01	-1.96E-01	
A_33_P3423595	0.6165	1.48E-01	-2.54E-01	LOC100128529
A_33_P3352004	0.6165	1.48E-01	-1.94E-01	
A_24_P224727	0.6165	1.48E-01	8.84E-01	CEBPA
A_23_P84666	0.6165	1.48E-01	3.98E-01	GDPD1
A_24_P49106	0.6165	1.48E-01	-1.78E-01	TCEAL7
CUST_29917_PI429545402	0.6165	1.48E-01	-5.26E-01	
A_23_P201097	0.6165	1.48E-01	2.00E-01	
A_23_P385835	0.6166	1.48E-01	3.62E-01	
CUST_36727_PI429545388	0.6166	1.48E-01	-3.84E-01	
CUST_38377_PI429545388	0.6166	1.48E-01	2.84E-01	
A_24_P397247	0.6166	1.48E-01	2.06E-01	SDAD1
A_23_P114713	0.6166	1.48E-01	-8.90E-01	CYP4B1
CUST_29243_PI429545376	0.6166	1.48E-01	-2.42E-01	
A_33_P3748769	0.6166	1.48E-01	-3.18E-01	FLJ27502
CUST_33531_PI429545395	0.6166	1.48E-01	-5.56E-01	
CUST_32041_PI429545395	0.6166	1.48E-01	-2.40E-01	
A_33_P3394744	0.6166	1.48E-01	4.68E-01	DMRT2
CUST_12391_PI429545399	0.6166	1.48E-01	2.52E-01	
A_23_P80122	0.6166	1.48E-01	-2.20E-01	WRB
A_33_P3348519	0.6166	1.48E-01	-4.12E-01	
A_23_P157215	0.6166	1.48E-01	-2.20E-01	BZW2
A_33_P3369446	0.6166	1.48E-01	-4.44E-01	
A_33_P3312676	0.6166	1.48E-01	2.14E-01	MYT1
A_24_P59735	0.6166	1.48E-01	-2.08E-01	SIAH3
A_24_P349636	0.6166	1.48E-01	2.26E-01	
CUST_29889_PI429545406	0.6166	1.48E-01	-2.10E-01	
CUST_43216_PI429545399	0.6166	1.48E-01	-3.32E-01	
A_33_P3302275	0.6166	1.48E-01	2.72E-01	CXorf66
A_23_P154894	0.6166	1.48E-01	2.04E-01	
CUST_32192_PI429545406	0.6166	1.48E-01	-2.18E-01	
A_23_P149476	0.6166	1.48E-01	6.18E-01	EFCAB2
CUST_10161_PI429545395	0.6166	1.48E-01	2.88E-01	
A_33_P3782612	0.6166	1.48E-01	1.52E-01	LOC400655
A_33_P3276107	0.6166	1.48E-01	2.06E-01	
CUST_45344_PI429545406	0.6166	1.48E-01	3.38E-01	
CUST_12341_PI429545399	0.6167	1.48E-01	-7.16E-01	
CUST_37035_PI429545402	0.6167	1.48E-01	2.46E-01	
CUST_2618_PI429545376	0.6167	1.48E-01	-2.34E-01	
A_24_P305764	0.6167	1.48E-01	-2.06E-01	
A_33_P3274422	0.6167	1.48E-01	-2.02E-01	
CUST_19883_PI429545410	0.6167	1.48E-01	-5.98E-01	
CUST_21597_PI429545388	0.6167	1.48E-01	-4.12E-01	
CUST_17998_PI429545380	0.6167	1.48E-01	2.30E-01	
CUST_35977_PI429545384	0.6167	1.48E-01	-1.46E-01	
A_33_P3324680	0.6167	1.48E-01	-1.62E-01	
CUST_12388_PI429545388	0.6167	1.48E-01	2.32E-01	
A_23_P39453	0.6167	1.48E-01	-4.28E-01	MEX3D
A_33_P3383866	0.6167	1.48E-01	-2.04E-01	
CUST_37705_PI429545402	0.6167	1.48E-01	2.48E-01	
CUST_42242_PI429545384	0.6167	1.48E-01	-3.12E-01	
CUST_24297_PI429545388	0.6167	1.48E-01	2.94E-01	
CUST_20797_PI429545388	0.6167	1.48E-01	3.78E-01	
A_33_P3388865	0.6167	1.48E-01	-2.34E-01	LRRC10
CUST_20298_PI429545402	0.6167	1.48E-01	-3.02E-01	
A_24_P137434	0.6167	1.48E-01	-2.10E-01	DCBLD2
A_24_P200854	0.6167	1.48E-01	2.32E-01	
CUST_37156_PI429545399	0.6167	1.48E-01	2.20E-01	
CUST_43535_PI429545410	0.6167	1.48E-01	-1.76E-01	
A_33_P3421118	0.6167	1.48E-01	-2.40E-01	
A_23_P404134	0.6167	1.48E-01	-1.62E-01	TOX4
CUST_31471_PI429545395	0.6167	1.48E-01	-3.20E-01	
CUST_35211_PI429545395	0.6167	1.48E-01	-2.56E-01	
CUST_37247_PI429545388	0.6167	1.48E-01	-4.98E-01	
CUST_23591_PI429545399	0.6167	1.48E-01	-2.48E-01	
CUST_19857_PI429545399	0.6167	1.48E-01	4.94E-01	
CUST_15014_PI429545402	0.6167	1.48E-01	2.18E-01	
A_33_P3342802	0.6167	1.48E-01	-3.48E-01	LOC649294
A_21_P0012180	0.6167	1.48E-01	4.28E-01	C21orf15
A_33_P3356731	0.6167	1.48E-01	-4.08E-01	NUDCD3
CUST_14337_PI429545395	0.6167	1.48E-01	2.54E-01	
A_24_P734268	0.6167	1.48E-01	-5.92E-01	C9orf57
CUST_36793_PI429545410	0.6167	1.48E-01	-7.04E-01	
CUST_20673_PI429545376	0.6167	1.49E-01	-4.30E-01	
CUST_41474_PI429545402	0.6167	1.49E-01	-2.90E-01	
CUST_10195_PI429545410	0.6167	1.49E-01	4.98E-01	
A_33_P3304293	0.6167	1.49E-01	2.40E-01	
CUST_13093_PI429545410	0.6167	1.49E-01	-2.16E-01	
CUST_24171_PI429545395	0.6167	1.49E-01	-1.80E-01	
CUST_26142_PI429545384	0.6167	1.49E-01	-2.12E-01	
CUST_18843_PI429545376	0.6167	1.49E-01	4.20E-01	
CUST_29606_PI429545388	0.6167	1.49E-01	-2.72E-01	
A_24_P752208	0.6167	1.49E-01	5.40E-01	
CUST_34197_PI429545399	0.6167	1.49E-01	-3.56E-01	
A_23_P77000	0.6167	1.49E-01	2.58E-01	VASH1
A_23_P342668	0.6167	1.49E-01	-2.84E-01	AKAP17A
CUST_42737_PI429545388	0.6167	1.49E-01	-1.88E-01	
A_23_P368996	0.6167	1.49E-01	2.92E-01	
CUST_25872_PI429545384	0.6167	1.49E-01	-2.22E-01	
CUST_13755_PI429545406	0.6167	1.49E-01	-3.16E-01	
CUST_41032_PI429545380	0.6167	1.49E-01	-2.42E-01	
A_23_P56709	0.6167	1.49E-01	-2.88E-01	
A_21_P0014045	0.6167	1.49E-01	-2.78E-01	ACR
A_23_P210164	0.6167	1.49E-01	2.06E-01	
A_24_P246636	0.6167	1.49E-01	3.84E-01	
CUST_13090_PI429545402	0.6167	1.49E-01	2.10E-01	
CUST_32981_PI429545395	0.6167	1.49E-01	2.78E-01	
CUST_21477_PI429545399	0.6167	1.49E-01	-4.86E-01	
A_33_P3383436	0.6168	1.49E-01	-2.58E-01	DHRS4L1
A_33_P3299719	0.6168	1.49E-01	-6.14E-01	
CUST_32931_PI429545395	0.6168	1.49E-01	-2.12E-01	
A_23_P15402	0.6168	1.49E-01	-2.44E-01	SAT2
CUST_31765_PI429545384	0.6168	1.49E-01	1.54E-01	
A_21_P0012454	0.6168	1.49E-01	2.32E-01	
CUST_1466_PI429545380	0.6168	1.49E-01	2.00E-01	
A_24_P272845	0.6168	1.49E-01	4.66E-01	DOCK3
CUST_15787_PI429545399	0.6168	1.49E-01	1.82E-01	
A_23_P63825	0.6168	1.49E-01	-2.90E-01	GOT1
CUST_33464_PI429545384	0.6168	1.49E-01	-3.88E-01	
A_33_P3404435	0.6168	1.49E-01	-3.10E-01	RNF170
CUST_26062_PI429545384	0.6168	1.49E-01	-1.98E-01	
A_23_P107432	0.6169	1.49E-01	-6.06E-01	
CUST_39332_PI429545380	0.6169	1.49E-01	1.98E-01	
CUST_35027_PI429545388	0.6169	1.49E-01	-3.12E-01	
A_33_P3380642	0.617	1.49E-01	-2.22E-01	FRAS1
CUST_19880_PI429545380	0.617	1.49E-01	4.26E-01	
A_33_P3362048	0.617	1.49E-01	-1.90E-01	SHMT1
A_33_P3344039	0.617	1.49E-01	2.58E-01	RABL2A
CUST_4371_PI429545406	0.617	1.49E-01	1.74E-01	
CUST_28023_PI429545384	0.617	1.49E-01	-2.74E-01	
A_33_P3263157	0.617	1.49E-01	2.86E-01	
CUST_40247_PI429545388	0.6171	1.49E-01	-6.98E-01	
CUST_41074_PI429545402	0.6171	1.49E-01	-4.92E-01	
A_23_P35444	0.6171	1.49E-01	-3.52E-01	INA
CUST_36507_PI429545384	0.6171	1.49E-01	2.12E-01	
A_33_P3228212	0.6171	1.49E-01	-4.24E-01	
A_23_P75867	0.6171	1.49E-01	-2.96E-01	OR10A4
A_33_P3304819	0.6172	1.49E-01	2.06E-01	
A_23_P139722	0.6172	1.49E-01	2.82E-01	
CUST_15627_PI429545399	0.6172	1.49E-01	9.20E-01	
A_23_P213661	0.6172	1.49E-01	-2.56E-01	
A_33_P3210934	0.6172	1.49E-01	-3.42E-01	PCDHA13
CUST_42585_PI429545380	0.6173	1.49E-01	4.78E-01	
A_33_P3283900	0.6173	1.49E-01	2.96E-01	CTNS
CUST_24061_PI429545399	0.6174	1.49E-01	-7.02E-01	
A_23_P94552	0.6174	1.49E-01	3.80E-01	TMEM2
CUST_37976_PI429545388	0.6174	1.49E-01	5.40E-01	
CUST_21657_PI429545399	0.6174	1.49E-01	-6.10E-01	
A_33_P3340595	0.6174	1.49E-01	-2.76E-01	
A_23_P94840	0.6174	1.49E-01	-4.64E-01	DYNLRB2
A_33_P3718014	0.6175	1.49E-01	-2.46E-01	LOC285281
A_33_P3236392	0.6175	1.49E-01	-2.18E-01	PVRL4
CUST_16774_PI429545402	0.6175	1.49E-01	-2.44E-01	
CUST_40272_PI429545380	0.6175	1.49E-01	1.94E-01	
CUST_11566_PI429545395	0.6175	1.49E-01	3.04E-01	
A_33_P3362781	0.6175	1.49E-01	1.54E-01	
A_33_P3249364	0.6175	1.49E-01	2.12E-01	
A_24_P56240	0.6175	1.49E-01	-3.80E-01	
A_33_P3214109	0.6175	1.49E-01	-5.22E-01	METTL21CP1
CUST_3474_PI429545399	0.6175	1.49E-01	-2.26E-01	
CUST_11439_PI429545384	0.6175	1.49E-01	-5.64E-01	
CUST_13825_PI429545406	0.6175	1.49E-01	-5.04E-01	
A_33_P3349693	0.6175	1.49E-01	3.02E-01	LCLAT1
A_23_P415652	0.6175	1.49E-01	4.20E-01	GALNT12
CUST_40919_PI429545395	0.6175	1.49E-01	4.34E-01	
CUST_3514_PI429545406	0.6175	1.49E-01	2.72E-01	
A_33_P3677559	0.6175	1.49E-01	2.58E-01	LOC285778
CUST_13540_PI429545402	0.6175	1.49E-01	2.18E-01	
CUST_32962_PI429545406	0.6175	1.49E-01	2.34E-01	
A_23_P163059	0.6175	1.49E-01	-1.80E-01	
CUST_36517_PI429545388	0.6175	1.49E-01	2.20E-01	
CUST_29821_PI429545380	0.6175	1.49E-01	-3.12E-01	
A_33_P3375398	0.6175	1.49E-01	-1.38E-01	TBL3
CUST_31279_PI429545406	0.6175	1.50E-01	-3.34E-01	
CUST_35782_PI429545380	0.6175	1.50E-01	-3.20E-01	
CUST_37872_PI429545380	0.6175	1.50E-01	-2.42E-01	
A_33_P3395274	0.6175	1.50E-01	-2.74E-01	ZADH2
CUST_33167_PI429545399	0.6175	1.50E-01	-3.84E-01	
A_23_P148047	0.6175	1.50E-01	4.02E-01	PTGER4
CUST_3340_PI429545410	0.6175	1.50E-01	3.30E-01	
CUST_15935_PI429545406	0.6175	1.50E-01	-3.30E-01	
CUST_35202_PI429545380	0.6175	1.50E-01	2.32E-01	
CUST_25323_PI429545406	0.6175	1.50E-01	-2.96E-01	
CUST_33368_PI429545376	0.6175	1.50E-01	-4.32E-01	
CUST_33423_PI429545410	0.6175	1.50E-01	1.42E-01	
CUST_19707_PI429545388	0.6176	1.50E-01	-4.14E-01	
CUST_15768_PI429545388	0.6176	1.50E-01	-3.58E-01	
A_24_P169073	0.6177	1.50E-01	2.30E-01	FAM131C
A_24_P50368	0.6177	1.50E-01	-3.44E-01	BLID
A_33_P3277060	0.6177	1.50E-01	1.58E-01	
CUST_39616_PI429545399	0.6177	1.50E-01	2.02E-01	
CUST_20371_PI429545380	0.6177	1.50E-01	5.42E-01	
CUST_22069_PI429545406	0.6177	1.50E-01	-3.48E-01	
CUST_13048_PI429545376	0.6177	1.50E-01	-5.96E-01	
CUST_1393_PI429545384	0.6177	1.50E-01	-2.70E-01	
CUST_414_PI429545402	0.6177	1.50E-01	6.46E-01	
CUST_45116_PI429545376	0.6177	1.50E-01	3.38E-01	
CUST_420_PI429545376	0.6177	1.50E-01	-3.34E-01	
A_33_P3557274	0.6177	1.50E-01	-2.48E-01	LOC644686
CUST_32001_PI429545395	0.6177	1.50E-01	-2.16E-01	
A_23_P365817	0.6177	1.50E-01	2.68E-01	
A_23_P27075	0.6177	1.50E-01	1.70E-01	GABARAP
A_24_P58308	0.6177	1.50E-01	2.04E-01	
CUST_16708_PI429545406	0.6177	1.50E-01	-1.74E-01	
CUST_14427_PI429545395	0.6177	1.50E-01	-1.78E-01	
CUST_24108_PI429545376	0.6177	1.50E-01	-5.56E-01	
CUST_34591_PI429545395	0.6177	1.50E-01	9.16E-01	
CUST_36403_PI429545376	0.6177	1.50E-01	-1.98E-01	
CUST_40844_PI429545402	0.6177	1.50E-01	2.66E-01	
A_24_P56484	0.6178	1.50E-01	-2.92E-01	
CUST_23841_PI429545380	0.6178	1.50E-01	-3.64E-01	
CUST_29348_PI429545395	0.6178	1.50E-01	-4.40E-01	
CUST_14691_PI429545376	0.6178	1.50E-01	-2.76E-01	
A_23_P82334	0.6178	1.50E-01	2.28E-01	SLC25A13
CUST_3328_PI429545376	0.6178	1.50E-01	6.50E-01	
A_33_P3213468	0.6178	1.50E-01	2.70E-01	ANKRD33B
A_33_P3338341	0.6179	1.50E-01	-2.08E-01	PRODH
CUST_37472_PI429545380	0.6179	1.50E-01	1.84E-01	
CUST_36363_PI429545376	0.6179	1.50E-01	-2.20E-01	
CUST_25536_PI429545395	0.6179	1.50E-01	-2.78E-01	
A_33_P3343090	0.6179	1.50E-01	2.00E-01	MAP1S
A_23_P253421	0.6179	1.50E-01	1.60E-01	AUP1
A_33_P3278515	0.6179	1.50E-01	3.70E-01	
A_33_P3248077	0.6179	1.50E-01	-4.84E-01	
A_33_P3387696	0.6179	1.50E-01	2.36E-01	TMBIM4
A_24_P235338	0.6179	1.50E-01	6.64E-01	TRPA1
CUST_13328_PI429545376	0.6179	1.50E-01	-4.80E-01	
CUST_17303_PI429545388	0.6179	1.50E-01	2.16E-01	
CUST_32187_PI429545388	0.6179	1.50E-01	-1.96E-01	
CUST_36962_PI429545380	0.6179	1.50E-01	-8.72E-01	
A_24_P363278	0.6179	1.50E-01	-2.90E-01	MAK
CUST_27810_PI429545395	0.6179	1.50E-01	-2.20E-01	
CUST_44485_PI429545395	0.6179	1.50E-01	-2.90E-01	
CUST_23178_PI429545376	0.6179	1.50E-01	-3.88E-01	
A_33_P3321372	0.6179	1.50E-01	-4.14E-01	CNTNAP3
CUST_40900_PI429545406	0.6179	1.50E-01	4.20E-01	
A_24_P373174	0.618	1.50E-01	3.00E-01	
CUST_42417_PI429545388	0.6181	1.50E-01	-2.76E-01	
CUST_44465_PI429545380	0.6181	1.50E-01	1.90E-01	
A_21_P0013917	0.6181	1.50E-01	4.02E-01	NT5DC4
A_33_P3361348	0.6182	1.50E-01	7.22E-01	ALOX15
CUST_17308_PI429545406	0.6182	1.50E-01	-2.04E-01	
CUST_33681_PI429545395	0.6182	1.50E-01	4.04E-01	
CUST_36682_PI429545380	0.6182	1.50E-01	3.68E-01	
A_33_P3254078	0.6183	1.50E-01	-3.48E-01	
CUST_32574_PI429545384	0.6184	1.50E-01	4.86E-01	
A_23_P86822	0.6184	1.50E-01	-2.00E-01	CEP57
A_23_P141447	0.6184	1.50E-01	-3.76E-01	RDM1
A_32_P309662	0.6184	1.50E-01	2.24E-01	TAS2R39
A_24_P222684	0.6184	1.50E-01	1.90E-01	TROVE2
CUST_10701_PI429545399	0.6184	1.50E-01	-3.14E-01	
CUST_41734_PI429545402	0.6184	1.50E-01	2.78E-01	
A_23_P55286	0.6184	1.50E-01	2.38E-01	OMG
CUST_40212_PI429545380	0.6184	1.50E-01	1.25	
CUST_1194_PI429545402	0.6184	1.50E-01	-4.36E-01	
CUST_40000_PI429545406	0.6184	1.50E-01	-3.40E-01	
A_33_P3265189	0.6184	1.50E-01	2.00E-01	DSG1
CUST_33321_PI429545380	0.6184	1.50E-01	-7.22E-01	
CUST_25413_PI429545376	0.6184	1.50E-01	6.96E-01	
A_33_P3227079	0.6184	1.51E-01	-3.78E-01	PPAPDC3
CUST_30666_PI429545402	0.6184	1.51E-01	-3.02E-01	
CUST_24903_PI429545402	0.6184	1.51E-01	-2.76E-01	
CUST_31595_PI429545384	0.6184	1.51E-01	-4.80E-01	
CUST_42095_PI429545380	0.6184	1.51E-01	-4.88E-01	
A_33_P3298440	0.6184	1.51E-01	-3.38E-01	LOC729324
CUST_29019_PI429545399	0.6184	1.51E-01	-5.00E-01	
A_33_P3382498	0.6185	1.51E-01	9.34E-01	SIGLEC14
A_24_P250815	0.6186	1.51E-01	-4.16E-01	
CUST_32659_PI429545399	0.6186	1.51E-01	-2.08E-01	
A_24_P941759	0.6186	1.51E-01	4.08E-01	G2E3
A_33_P3214446	0.6187	1.51E-01	-2.10E-01	RFC3
CUST_22897_PI429545388	0.6187	1.51E-01	2.12E-01	
CUST_30626_PI429545410	0.6187	1.51E-01	2.14E-01	
A_32_P743184	0.6187	1.51E-01	-2.02E-01	DPPA3
CUST_42124_PI429545399	0.6187	1.51E-01	-3.28E-01	
A_24_P278460	0.6187	1.51E-01	-1.86E-01	FAR1
A_23_P391396	0.6187	1.51E-01	-2.08E-01	EBF3
A_23_P126167	0.6187	1.51E-01	3.24E-01	KCNN3
CUST_10878_PI429545406	0.6187	1.51E-01	-2.82E-01	
CUST_3004_PI429545395	0.6187	1.51E-01	1.98E-01	
A_23_P123454	0.6187	1.51E-01	-1.64E-01	NUDT18
A_32_P528967	0.6187	1.51E-01	3.46E-01	RTP1
A_23_P67725	0.6187	1.51E-01	4.36E-01	
A_33_P3215333	0.6187	1.51E-01	2.16E-01	NFATC2
A_23_P128728	0.6187	1.51E-01	2.40E-01	ARG2
CUST_17418_PI429545406	0.6187	1.51E-01	1.42E-01	
A_21_P0012367	0.6187	1.51E-01	3.44E-01	FGD5
A_24_P53778	0.6187	1.51E-01	4.30E-01	ITLN2
CUST_41003_PI429545410	0.6187	1.51E-01	2.30E-01	
A_24_P271323	0.6187	1.51E-01	-1.68E-01	SLC2A10
A_24_P58647	0.6187	1.51E-01	2.58E-01	
A_33_P3284394	0.6187	1.51E-01	-1.92E-01	CBR1
CUST_13738_PI429545384	0.6189	1.51E-01	-2.88E-01	
CUST_3344_PI429545395	0.6189	1.51E-01	-2.02E-01	
A_23_P96976	0.6189	1.51E-01	1.68E-01	ZCCHC17
A_24_P65060	0.6191	1.51E-01	-3.06E-01	MEX3B
A_23_P167723	0.6191	1.51E-01	5.06E-01	
CUST_44268_PI429545402	0.6191	1.51E-01	4.22E-01	
CUST_39586_PI429545399	0.6191	1.51E-01	-7.56E-01	
CUST_21061_PI429545380	0.6191	1.51E-01	2.70E-01	
A_33_P3287646	0.6191	1.51E-01	-4.74E-01	HSPB1
CUST_30279_PI429545406	0.6191	1.51E-01	2.98E-01	
CUST_25503_PI429545376	0.6191	1.51E-01	-7.32E-01	
A_24_P165545	0.6191	1.51E-01	-4.04E-01	TTLL10
CUST_25912_PI429545395	0.6191	1.51E-01	2.14E-01	
A_23_P135990	0.6191	1.51E-01	3.70E-01	SLCO2A1
CUST_16613_PI429545384	0.6191	1.51E-01	-4.98E-01	
A_23_P411761	0.6191	1.51E-01	-5.02E-01	CABP1
A_33_P3229171	0.6191	1.51E-01	1.58E-01	
CUST_21307_PI429545388	0.6191	1.51E-01	-1.92E-01	
A_23_P18078	0.6191	1.51E-01	5.16E-01	RARRES1
A_33_P3419733	0.6191	1.51E-01	1.70E-01	DNAJC5
A_23_P69179	0.6191	1.51E-01	1.96E-01	LEPREL1
A_23_P65629	0.6191	1.51E-01	-4.90E-01	KCNK10
CUST_12268_PI429545388	0.6191	1.51E-01	-1.72E-01	
CUST_39536_PI429545399	0.6191	1.51E-01	-3.46E-01	
A_33_P3370076	0.6191	1.51E-01	2.86E-01	
CUST_2838_PI429545380	0.6193	1.51E-01	1.84E-01	
CUST_4421_PI429545406	0.6193	1.51E-01	-1.78E-01	
A_23_P334883	0.6193	1.51E-01	4.56E-01	SHANK2
A_23_P252276	0.6193	1.51E-01	2.52E-01	ARHGEF38
CUST_30260_PI429545388	0.6193	1.51E-01	1.62E-01	
CUST_21721_PI429545395	0.6193	1.51E-01	-7.28E-01	
CUST_24221_PI429545380	0.6193	1.51E-01	1.42E-01	
CUST_40484_PI429545402	0.6193	1.51E-01	-3.36E-01	
A_33_P3226202	0.6193	1.51E-01	-3.98E-01	FAM179B
CUST_13349_PI429545380	0.6194	1.51E-01	-3.22E-01	
A_32_P514599	0.6194	1.51E-01	1.94E-01	
A_23_P61149	0.6194	1.51E-01	5.14E-01	INPP5D
A_23_P138693	0.6194	1.51E-01	2.10E-01	
A_21_P0000083	0.6194	1.51E-01	-2.26E-01	CLCN2
CUST_39902_PI429545380	0.6194	1.51E-01	-6.78E-01	
A_33_P3278911	0.6195	1.51E-01	2.42E-01	PHF20L1
A_33_P3423941	0.6195	1.51E-01	-3.96E-01	IFITM1
A_23_P408285	0.6195	1.51E-01	2.06E-01	PRICKLE1
CUST_21857_PI429545384	0.6195	1.51E-01	2.46E-01	
A_32_P182941	0.6195	1.51E-01	1.88E-01	RPS3
CUST_29853_PI429545376	0.6195	1.52E-01	-4.22E-01	
CUST_35986_PI429545402	0.6196	1.52E-01	1.98E-01	
CUST_36011_PI429545395	0.6196	1.52E-01	4.12E-01	
A_33_P3374987	0.6196	1.52E-01	-1.78E-01	C7orf52
A_23_P340131	0.6197	1.52E-01	-2.30E-01	PRSS16
CUST_36213_PI429545376	0.6197	1.52E-01	2.64E-01	
CUST_29039_PI429545410	0.6197	1.52E-01	1.96E-01	
CUST_30083_PI429545410	0.6197	1.52E-01	-1.74E-01	
A_21_P0010757	0.6197	1.52E-01	5.56E-01	CYP4Z2P
CUST_24887_PI429545384	0.6198	1.52E-01	9.22E-01	
A_23_P23502	0.6198	1.52E-01	-2.42E-01	OR6N1
A_33_P3412493	0.6198	1.52E-01	-6.72E-01	KY
A_33_P3345474	0.6198	1.52E-01	-2.22E-01	
A_33_P3239143	0.6198	1.52E-01	2.76E-01	ZNF497
A_33_P3278649	0.6198	1.52E-01	5.88E-01	
A_24_P329939	0.6198	1.52E-01	1.84E-01	VPS11
A_24_P105747	0.6198	1.52E-01	4.02E-01	AP1S3
A_23_P120254	0.6198	1.52E-01	-1.62E-01	DUSP22
A_24_P289043	0.6198	1.52E-01	7.60E-01	
CUST_21713_PI429545410	0.6198	1.52E-01	6.54E-01	
A_24_P580248	0.6198	1.52E-01	-1.98E-01	
CUST_14649_PI429545380	0.6198	1.52E-01	2.72E-01	
A_24_P53282	0.6198	1.52E-01	2.26E-01	CPD
A_23_P141035	0.6198	1.52E-01	1.68E-01	
CUST_27761_PI429545399	0.6198	1.52E-01	2.08E-01	
CUST_42885_PI429545380	0.6198	1.52E-01	4.56E-01	
A_23_P13852	0.6198	1.52E-01	-2.22E-01	
CUST_1110_PI429545406	0.6198	1.52E-01	-1.52E-01	
CUST_17924_PI429545402	0.6198	1.52E-01	3.02E-01	
CUST_39399_PI429545376	0.6198	1.52E-01	-4.24E-01	
CUST_44817_PI429545406	0.6198	1.52E-01	2.40E-01	
A_33_P3363085	0.6198	1.52E-01	-3.34E-01	
CUST_35061_PI429545395	0.6198	1.52E-01	4.98E-01	
A_23_P395582	0.6198	1.52E-01	6.04E-01	ZFP42
A_33_P3406821	0.6198	1.52E-01	-3.94E-01	
CUST_29149_PI429545399	0.6198	1.52E-01	-3.32E-01	
A_33_P3334679	0.6198	1.52E-01	5.20E-01	SNCAIP
CUST_25783_PI429545376	0.6198	1.52E-01	-3.06E-01	
A_23_P156327	0.6198	1.52E-01	4.84E-01	TGFBI
CUST_25503_PI429545406	0.6198	1.52E-01	-4.68E-01	
A_23_P28772	0.6198	1.52E-01	-1.82E-01	
A_32_P162250	0.6198	1.52E-01	3.60E-01	
A_24_P226970	0.6198	1.52E-01	-2.44E-01	ZNF365
CUST_36021_PI429545395	0.6198	1.52E-01	1.70E-01	
CUST_37125_PI429545402	0.6198	1.52E-01	-7.30E-01	
A_23_P364414	0.6198	1.52E-01	-2.88E-01	PCDHGA9
CUST_32911_PI429545380	0.6198	1.52E-01	2.26E-01	
CUST_16183_PI429545410	0.6198	1.52E-01	-3.34E-01	
CUST_28063_PI429545402	0.6198	1.52E-01	5.28E-01	
CUST_11628_PI429545406	0.6198	1.52E-01	-2.18E-01	
CUST_3659_PI429545388	0.6198	1.52E-01	-2.80E-01	
CUST_24983_PI429545410	0.6198	1.52E-01	8.16E-01	
A_24_P942441	0.6198	1.52E-01	-3.34E-01	
A_33_P3872074	0.6198	1.52E-01	2.72E-01	LOC283665
CUST_31619_PI429545406	0.6198	1.52E-01	2.04E-01	
A_33_P3649715	0.6198	1.52E-01	2.40E-01	PLEKHG4B
A_21_P0011262	0.6199	1.52E-01	2.36E-01	
CUST_21001_PI429545380	0.6199	1.52E-01	-1.62E-01	
CUST_44223_PI429545388	0.6199	1.52E-01	5.26E-01	
CUST_23308_PI429545402	0.6199	1.52E-01	-4.36E-01	
CUST_11188_PI429545388	0.6199	1.52E-01	-2.08E-01	
CUST_41257_PI429545388	0.6199	1.52E-01	6.82E-01	
